BLEU	sacre_BLEU	sacre_CHRF2
0.00	2.27	19.18
0.00	2.86	12.91
0.00	2.17	14.26
0.00	4.14	16.36
0.00	2.39	14.42
0.00	3.40	15.02
0.00	2.61	8.32
0.00	2.84	13.31
0.00	1.48	16.78
0.00	3.01	16.69
0.00	2.74	7.95
0.00	2.81	16.01
0.00	3.40	15.23
0.00	2.14	5.25
0.00	2.52	17.71
0.00	2.04	16.77
0.00	1.43	16.14
0.00	2.72	17.81
0.00	2.14	5.61
0.00	3.58	20.95
0.00	3.40	11.49
0.00	3.39	14.12
0.00	3.40	10.87
0.00	2.44	15.23
0.00	3.10	7.89
0.00	2.83	14.61
0.00	3.25	10.67
0.00	6.25	15.95
0.00	2.66	13.13
0.00	2.91	15.39
0.00	2.14	7.50
0.00	3.43	4.79
0.00	2.61	6.05
0.00	1.89	17.24
0.00	2.27	15.26
0.00	2.61	4.30
0.00	1.77	4.24
0.00	1.77	4.98
0.00	2.61	9.61
0.00	2.14	8.60
0.00	5.11	16.08
0.00	6.23	10.13
0.00	3.76	12.45
0.00	3.39	11.70
0.00	1.63	18.68
0.00	3.40	14.00
0.00	1.64	17.62
0.00	2.72	15.77
0.00	2.27	17.12
0.00	2.41	12.44
0.00	2.74	9.47
0.00	3.10	9.70
0.00	3.74	10.44
0.00	3.39	11.54
0.00	3.13	12.54
0.00	3.41	19.70
0.00	1.90	16.10
0.00	2.07	16.22
0.00	2.16	15.93
0.00	2.45	13.19
0.00	1.96	17.66
0.00	6.69	9.15
0.00	3.77	11.81
0.00	3.38	13.40
0.00	1.90	16.80
0.00	3.01	15.75
0.00	6.32	13.10
0.00	2.74	7.38
0.00	2.14	5.02
0.00	3.13	13.39
0.00	3.01	13.61
0.00	1.77	8.15
0.00	3.25	7.85
0.00	2.66	16.95
0.00	1.89	17.88
0.00	2.83	15.84
0.00	1.53	18.36
0.00	1.93	17.06
0.00	3.40	10.04
0.00	0.00	5.30
0.00	2.44	18.87
0.00	4.24	17.80
0.00	0.70	14.98
0.00	1.96	17.36
0.00	1.77	9.26
0.00	2.63	15.49
0.00	1.28	17.53
0.00	1.31	3.40
0.00	0.00	3.92
0.00	1.83	16.52
0.00	4.81	18.59
0.00	3.38	15.19
0.00	5.11	20.57
0.00	2.86	17.71
0.00	4.75	18.30
0.00	3.23	15.76
0.00	5.11	14.45
0.00	4.24	19.52
0.00	4.11	17.72
0.00	3.46	13.84
0.00	2.14	6.57
0.00	1.83	17.53
0.00	2.05	18.33
0.00	1.98	19.29
0.00	1.77	8.38
0.00	3.06	20.70
0.00	3.82	20.98
0.00	2.08	16.64
0.00	2.55	18.04
0.00	1.00	17.95
0.00	1.48	17.12
0.00	2.03	19.01
0.00	5.82	18.04
0.00	1.69	18.68
0.00	3.46	19.39
0.00	1.48	19.26
0.00	5.44	13.56
0.00	2.44	17.76
0.00	1.90	18.50
0.00	1.98	17.52
0.00	1.31	18.17
0.00	3.30	20.95
0.00	2.55	16.47
0.00	0.96	17.47
0.00	2.55	18.24
0.00	2.55	21.26
0.00	3.74	19.42
0.00	2.27	19.89
0.00	1.90	15.56
0.00	2.41	15.62
0.00	2.27	18.33
0.00	1.57	16.42
0.00	2.55	15.96
0.00	3.29	17.84
0.00	2.44	18.75
0.00	2.91	16.66
0.00	1.23	16.65
0.00	2.63	14.65
0.00	2.14	9.70
0.00	0.00	1.97
0.00	0.00	3.92
0.00	5.40	18.61
0.00	4.55	17.87
0.00	2.52	16.38
0.00	1.53	18.77
0.00	3.41	15.46
0.00	3.01	16.15
0.00	2.83	15.68
0.00	1.53	19.44
0.00	3.01	15.55
0.00	2.42	8.27
0.00	3.38	13.94
0.00	2.81	8.92
0.00	1.90	17.32
0.00	2.87	11.80
0.00	2.27	16.84
0.00	2.02	17.15
0.00	2.14	7.92
0.00	2.37	19.31
0.00	2.16	18.12
0.00	0.00	5.82
0.00	2.66	15.48
0.00	3.10	4.97
0.00	3.34	15.05
0.00	2.39	18.47
0.00	2.61	11.86
0.00	3.23	14.10
0.00	3.38	20.77
0.00	2.81	13.67
0.00	2.61	10.69
0.00	1.64	17.34
0.00	2.52	17.92
0.00	1.70	20.02
0.00	3.40	16.46
0.00	3.01	16.45
0.00	1.43	19.11
0.00	2.86	16.73
0.00	1.53	17.77
0.00	2.87	14.67
0.00	2.14	7.48
0.00	1.79	17.83
0.00	1.77	6.19
0.00	3.46	12.44
0.00	1.48	18.88
0.00	2.37	17.56
0.00	3.40	13.04
0.00	3.74	9.94
0.00	6.23	12.40
0.00	3.39	11.31
0.00	3.23	15.72
0.00	2.61	12.50
0.00	2.72	16.38
0.00	2.81	16.63
0.00	3.39	10.65
0.00	2.44	21.69
0.00	2.17	18.23
0.00	3.01	14.55
0.00	3.34	14.12
0.00	1.83	16.20
0.00	3.38	14.28
0.00	1.72	16.82
0.00	3.76	9.66
0.00	3.06	21.45
0.00	6.23	13.89
0.00	2.81	11.13
0.00	0.00	9.14
0.00	0.00	9.53
0.00	2.52	19.34
0.00	3.77	14.39
0.00	2.39	19.10
0.00	3.39	10.09
0.00	1.96	19.58
0.00	3.72	12.10
0.00	3.44	18.48
0.00	0.70	4.15
0.00	6.25	15.43
0.00	0.00	3.87
0.00	0.00	3.92
0.00	3.25	7.97
0.00	4.75	16.53
0.00	2.72	14.36
0.00	1.77	3.86
0.00	4.81	16.72
0.00	2.85	19.38
0.00	3.38	13.76
0.00	2.42	9.21
0.00	2.86	13.24
0.00	1.90	19.12
0.00	2.85	17.07
0.00	2.14	7.56
0.00	3.34	9.25
0.00	3.01	15.75
0.00	2.51	18.23
0.00	2.71	17.11
0.00	3.23	14.03
0.00	2.74	8.49
0.00	2.44	16.92
0.00	3.41	14.29
0.00	1.31	2.44
0.00	2.74	12.16
0.00	2.87	7.81
0.00	2.55	19.14
0.00	4.81	17.07
0.00	2.14	9.14
0.00	2.81	9.79
0.00	2.42	7.25
0.00	2.84	11.80
0.00	0.00	1.97
0.00	0.00	3.92
0.00	2.61	9.47
0.00	2.44	16.21
0.00	2.54	5.92
0.00	2.14	7.99
0.00	2.74	11.37
0.00	0.00	7.75
0.00	3.72	9.03
0.00	5.82	13.34
0.00	3.96	20.04
0.00	3.01	16.10
0.00	2.27	18.85
0.00	1.77	8.44
0.00	4.05	13.03
0.00	3.76	12.34
0.00	5.11	20.52
0.00	3.39	11.17
0.00	2.86	13.25
0.00	1.39	16.96
0.00	2.59	17.78
0.00	4.55	16.73
0.00	1.82	18.21
0.00	2.91	13.48
0.00	3.74	13.19
0.00	1.83	17.34
0.00	3.38	15.84
0.00	3.39	14.94
0.00	3.01	18.56
0.00	3.39	12.22
0.00	2.24	17.53
0.00	1.18	16.99
0.00	3.04	13.53
0.00	2.42	7.16
0.00	3.39	16.49
0.00	2.37	18.14
0.00	2.31	18.09
0.00	3.42	16.72
0.00	2.87	8.32
0.00	1.90	15.68
0.00	2.37	19.25
0.00	2.15	18.17
0.00	1.31	5.81
0.00	2.07	18.97
0.00	1.31	4.63
0.00	3.70	14.46
0.00	3.06	16.70
0.00	1.52	17.30
0.00	2.85	12.13
0.00	1.18	17.43
0.00	1.49	18.12
0.00	3.46	14.94
0.00	1.69	17.59
0.00	2.72	17.27
0.00	2.39	17.75
0.00	3.25	12.16
0.00	3.22	13.60
0.00	2.54	10.07
0.00	2.42	7.83
0.00	2.74	7.64
0.00	1.43	18.21
0.00	4.81	19.63
0.00	2.61	6.62
0.00	3.60	10.06
0.00	3.41	10.70
0.00	2.61	9.46
0.00	2.74	11.25
0.00	3.40	16.20
0.00	2.14	7.18
0.00	2.17	21.96
0.00	2.54	5.06
0.00	1.77	6.00
0.00	3.76	11.64
0.00	1.98	14.87
0.00	1.31	7.57
0.00	2.61	7.97
0.00	3.40	10.12
0.00	1.83	20.06
0.00	2.52	8.12
0.00	2.81	10.70
0.00	3.38	14.12
0.00	1.15	16.99
0.00	3.41	13.07
0.00	1.41	18.44
0.00	5.44	17.66
0.00	1.31	5.91
0.00	2.85	12.23
0.00	1.77	6.80
0.00	2.61	10.13
0.00	1.76	18.62
0.00	2.19	19.02
0.00	3.46	13.40
0.00	6.05	10.51
0.00	2.85	16.84
0.00	3.34	15.09
0.00	3.76	10.73
0.00	2.52	18.79
0.00	3.39	8.50
0.00	3.13	12.11
0.00	2.14	8.17
0.00	2.07	17.02
0.00	2.85	18.47
0.00	2.17	13.41
0.00	3.74	15.01
0.00	6.32	12.85
0.00	3.92	17.64
0.00	2.54	3.44
0.00	2.14	7.65
0.00	3.46	14.73
0.00	3.46	11.88
0.00	2.74	7.65
0.00	3.34	9.14
0.00	2.42	9.51
0.00	2.95	17.47
0.00	2.14	8.98
0.00	3.30	17.55
0.00	4.81	17.31
0.00	3.40	16.58
0.00	3.23	16.96
0.00	6.05	7.87
0.00	2.19	18.20
0.00	3.04	17.68
0.00	4.05	10.89
0.00	2.86	17.81
0.00	2.42	8.03
0.00	3.02	18.21
0.00	2.14	12.06
0.00	3.74	15.86
0.00	0.69	16.58
0.00	0.00	3.87
0.00	0.00	3.92
